V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20
-0.016073853,0.145896839,0.223018793,0.364568372,-0.161318434,-0.084260718,0.345980506,-0.308651381,0.247047195,-0.174005652,-0.396129074,0.247723035,-0.012716331,0.328912785,-0.360191952,-0.597583416,-0.636319311,0.083569101,-0.263114801,0.467674156
-0.041495578,0.171893365,0.363711469,0.414268331,-0.09143129,-0.138417849,0.268634778,-0.229517992,0.225440135,-0.068753389,-0.504637354,0.189083721,-0.11052823,0.398278158,-0.302834143,-0.550357562,-0.716545892,0.062691195,-0.170329586,0.337860978
-0.073831377,0.158516131,0.356404616,0.453982963,-0.134316092,-0.177408472,0.023447534,-0.172325788,0.214333597,-5.32E-05,-0.510428988,0.217632889,-0.011888957,0.371668449,-0.276166183,-0.362193797,-0.56090117,-0.114369522,-0.154535754,0.224124014
-0.088723127,0.148319602,0.348914795,0.371404412,-0.047233895,-0.188785458,0.075801851,-0.113360465,0.171002137,0.07549979,-0.49340859,0.153904736,0.15867333,0.438864953,-0.331824022,-0.369023659,-0.457165702,-0.157885586,-0.090632992,0.107226695
-0.147882088,0.189691198,0.452936616,0.181912627,0.019500397,-0.151830887,0.19670421,-0.115608406,0.218626752,-0.009802003,-0.470243945,0.302515488,0.267609235,0.369145942,-0.363844564,-0.262931964,-0.378759608,-0.135027278,-0.023228464,0.177309543
-0.136609441,0.193824524,0.433149784,0.114482582,0.039053174,-0.046079133,0.249237678,-0.01808664,0.403769421,-0.149455901,-0.492652176,0.120856278,0.253052553,0.328864651,-0.268987428,-0.299823029,-0.489715485,-0.012725196,0.01832617,0.29086716
-0.137941144,0.174676262,0.230962551,0.142625674,0.01876405,-0.123881468,0.195900921,-0.070974971,0.35130837,-0.173132373,-0.587588355,0.12489533,0.22486307,0.255813256,-0.294158777,-0.360342467,-0.447920965,0.054968364,-0.108595746,0.455365974
-0.105663698,0.00292039,0.182757683,0.214317906,-0.00413295,-0.032896811,0.307580602,-0.077770428,0.240595758,-0.192796238,-0.582355774,-0.002572335,0.204414753,0.364964241,-0.340306659,-0.284999009,-0.527195469,0.040487171,-0.204592294,0.38340718
-0.171616535,-0.039996262,0.214731532,0.164858374,-0.013121813,0.023244299,0.295684521,-0.042931561,0.222562585,-0.134318693,-0.597237773,0.023804211,0.219690606,0.37250712,-0.242298167,-0.241309905,-0.669485415,0.049442376,-0.033825215,0.363041231
-0.21847404,-0.091755507,0.223564678,0.286777413,-0.078243124,-0.11786701,0.235394769,0.024195976,0.209459033,-0.160380611,-0.553943213,0.085137427,0.119312038,0.310043905,-0.098096715,-0.386915373,-0.708084384,0.033383347,0.068325157,0.339198715
-0.241887229,-0.165244094,0.171049469,0.328482231,-0.123914597,-0.041093586,0.171764575,-0.034167895,0.068283008,-0.252505309,-0.541035246,0.096229688,0.210421618,0.367111321,0.011668848,-0.364857969,-0.735165695,0.094433823,0.023668183,0.237681779
-0.161605124,-0.149494146,0.117431506,0.303596033,-0.079301344,0.013175714,0.147154178,0.169629594,0.051212334,-0.210094515,-0.553340754,0.090505517,0.209725175,0.281365625,-0.140381866,-0.362049653,-0.759444755,0.13295302,0.013812693,0.279153281
-0.144585016,-0.056712228,0.199230997,0.351078743,-0.126215309,-0.07192661,0.167119331,0.07562744,0.077598375,-0.1874706,-0.50521153,0.096779485,0.240639036,0.365485757,-0.28744577,-0.392155831,-0.720244669,-0.031945012,0.032981216,0.162831193
-0.111727616,0.021025231,0.090903998,0.300129786,-0.185684614,-0.209019194,0.294382006,0.070185079,0.158297506,-0.076177158,-0.487902575,0.200459823,0.340372225,0.402787808,-0.213022121,-0.406044349,-0.74732275,-0.034426256,-0.032292412,0.122834983
-0.101633058,-0.063681585,0.132047,0.354822448,-0.086331258,-0.125516456,0.305029418,0.00283666,0.143376613,-0.051915282,-0.557861596,0.134553956,0.353868899,0.427970143,-0.19557757,-0.385377257,-0.697945501,-0.142342404,0.063491689,0.253922069
-0.003290277,-0.143568908,0.214846682,0.302918656,0.011340077,-0.17733291,0.205378845,-0.024013449,0.107674591,-0.05045757,-0.582178855,-0.035333331,0.303181886,0.495519608,-0.213509369,-0.377622077,-0.77634391,-0.16514699,0.104934031,0.347325505
0.115894026,-0.11940205,0.292223654,0.282712851,-0.181946035,-0.259295621,0.161335605,0.018518827,0.074627795,-0.059068117,-0.54582326,-0.12067841,0.243480632,0.499628405,-0.019813734,-0.287034884,-0.845578372,-0.024042189,-0.036992358,0.440912334
0.209145843,-0.027220189,0.365399848,0.2594543,-0.238276986,-0.179135558,0.151229725,-0.117279166,0.104546991,-0.121330496,-0.555865915,-0.125210788,0.263335656,0.497168382,-0.02776391,-0.347904057,-0.770845215,-0.110959157,-0.189593125,0.621093199
0.220135722,-0.121714593,0.275696206,0.333634781,-0.232064582,-0.008408128,0.203541878,-0.233438527,0.072304005,-0.050385334,-0.583271189,-0.107368953,0.189160904,0.472688366,-0.033269818,-0.415932704,-0.600146117,-0.194777824,-0.034544428,0.676096642
0.167117071,-0.154011704,0.228001386,0.354595479,-0.146708754,-0.005032813,0.260061414,-0.230628944,0.021763156,0.00442348,-0.498354372,0.013981096,0.052529801,0.502404988,-0.185519612,-0.323521698,-0.627482688,-0.288613799,0.020197126,0.588318304
0.123089501,-0.274204371,0.276871061,0.405095214,-0.128090256,-0.002017609,0.11021572,-0.147282201,0.087221768,-0.011358303,-0.417258122,0.002357136,0.045361273,0.288214964,-0.314694206,-0.319039266,-0.664429633,-0.327330057,-0.058603272,0.442020947
0.062076423,-0.204742536,0.257602789,0.368163867,-0.195953442,-0.018564894,0.090769424,-0.029923776,0.070247851,-0.008243375,-0.208818411,0.109222062,0.09877047,0.313620527,-0.354428328,-0.385251623,-0.751071451,-0.231739696,-0.09036076,0.333989931
-0.101492487,-0.088830707,0.306941938,0.450085044,-0.232178982,-0.022489664,0.200882395,-0.09613064,0.062364181,0.09188841,-0.216014325,0.114910554,0.154736236,0.460939492,-0.24587047,-0.316144008,-0.675176414,-0.190428402,-0.062720779,0.348500737
-0.087923792,-0.056263611,0.223220139,0.562068368,-0.067696207,0.008497646,0.166487444,-0.007415304,0.137554854,0.067306602,-0.354242652,0.064648694,0.061038022,0.471554757,-0.045300526,-0.251392069,-0.565402326,-0.112790149,0.089244001,0.312060139
-0.113149186,-0.141138989,0.132132888,0.567432402,-0.064181602,0.040943841,0.185484544,0.184307931,0.201684461,0.116857289,-0.480468924,0.075747743,-0.017050821,0.531349929,0.008974041,-0.202056814,-0.593845122,-0.101289785,0.082142002,0.251100462
-0.079168981,-0.172283177,0.159689559,0.401397936,-0.145902046,0.02159127,0.178413786,0.267495962,0.054782337,0.173647816,-0.483617559,0.007857635,0.030067752,0.661283562,0.091756396,-0.180812909,-0.588960016,-0.048465571,0.065539188,0.177426281
-0.025285382,-0.14986242,0.1031603,0.370022918,-0.125601537,-0.073650721,0.113671262,0.278393522,0.027120177,0.086869464,-0.4307919,0.029055987,0.180276919,0.615369919,0.071699913,-0.131068502,-0.661291216,-0.22510169,0.032256758,0.367873141
0.056522621,-0.127993522,0.13317475,0.406062093,-0.009992265,-0.005821503,-0.12291699,0.130382718,0.071743441,0.072845196,-0.404463114,0.093956126,0.187757222,0.631502386,0.174159233,-0.027507823,-0.72703674,-0.065993315,0.13789666,0.397808035
0.131701655,-0.203475055,-0.096199431,0.355622776,0.181319003,-0.015810979,0.058276351,-0.211568992,-0.188294219,-0.491707673,-0.209967724,0.215488146,0.095993858,0.555133787,-0.503200869,-0.362632433,-0.54511866,0.23893437,-0.402553132,0.151569535
0.162738324,-0.180565797,-0.007789274,0.299568812,0.315162872,-0.014866921,0.06266867,-0.134296256,-0.271025843,-0.580115761,-0.228639886,0.220686449,0.033160904,0.468055645,-0.388292525,-0.319370398,-0.593444551,0.288912972,-0.416455267,0.25765987
0.254962166,-0.035978822,-0.001841799,0.492617562,0.264871542,0.085440251,-0.013701207,0.013331742,-0.17210229,-0.60067723,-0.371988721,0.19567932,0.00526504,0.570644627,-0.399582798,-0.246329013,-0.594793701,0.385440195,-0.373974348,0.350160675
0.230814669,0.065470542,-0.094680315,0.472270782,0.248584578,-0.017642419,-0.162802498,0.021008488,0.032433706,-0.604241003,-0.407826747,0.285601314,0.070041831,0.456718111,-0.386136418,-0.456263519,-0.55136999,0.536602033,-0.356878821,0.342224672
0.153202906,0.151808731,-0.178213048,0.457033756,0.231817455,-0.196411865,-0.152832269,0.000787137,0.178049986,-0.491817737,-0.523683541,0.237779667,-0.063367556,0.497294192,-0.399019006,-0.559081944,-0.511307897,0.567038372,-0.29503177,0.318773218
0.129761386,0.10300931,-0.166535581,0.275785567,0.259596407,-0.124851118,0.114321674,-0.175271483,0.129150534,-0.377252442,-0.409448179,0.294443242,-0.137994519,0.41008629,-0.386725483,-0.367776485,-0.550797973,0.44620167,-0.164470006,0.257614525
-0.004712892,-0.029104074,-0.094803692,0.166014711,0.312467246,-0.117127405,0.200418501,-0.167695308,0.129492627,-0.260126786,-0.427649161,0.315117016,-0.218424768,0.291516269,-0.468064617,-0.351804199,-0.60636622,0.389417561,-0.180764083,0.188305604
-0.028487904,-0.011771504,-0.119241836,0.145573452,0.316171715,-0.128331365,0.148348798,-0.084228218,0.291647886,-0.248794278,-0.569799731,0.369505361,-0.278988962,0.340378522,-0.400072203,-0.389404903,-0.600237567,0.219389201,-0.247022905,0.282944877
-0.059446171,0.001479947,0.090081002,0.153455711,0.244770497,-0.074750786,0.237461402,0.00296574,0.329172018,-0.178077124,-0.646060777,0.273335935,-0.221725511,0.38056798,-0.248534559,-0.301424779,-0.709744332,0.34005918,-0.141709225,0.294644953
-0.150136347,-0.068369354,-0.004787873,0.142698149,0.215273982,-0.029168011,0.251475263,0.041960224,0.185215346,-0.229835592,-0.664507636,0.316472276,-0.042266105,0.295504989,-0.144473349,-0.222659781,-0.811067093,0.274777654,-0.061420366,0.30493755
-0.228945979,-0.011050277,-0.03461789,0.190541897,0.271355515,-0.083371939,0.214349471,0.06654057,0.025911914,-0.23009382,-0.610760341,0.350279819,0.01092155,0.345374197,-0.241027592,-0.161978852,-0.773933516,0.097165538,-0.075994845,0.27178187
-0.131802634,0.052318082,-0.119494447,0.23343453,0.305931965,-0.119482852,0.261801527,-0.037899091,-0.017523642,-0.196421344,-0.627997314,0.464107869,0.053483184,0.309243795,-0.274503347,-0.180547167,-0.865700213,-0.111979511,-0.171446703,0.280284754
-0.126835881,0.194277888,-0.058031978,0.095287084,0.127794866,-0.013328525,0.213885143,0.034813703,-0.026991892,-0.170121535,-0.596712726,0.369602949,0.062745638,0.216116732,-0.28713336,-0.213416655,-0.742711721,-0.038645111,-0.248733341,0.336486847
-0.159138406,0.104682009,0.040601601,0.059427508,0.078882083,-0.060812641,0.078795342,-0.03616452,-0.050537256,-0.236944104,-0.574926959,0.311274362,0.120096246,0.213229299,-0.382353025,-0.202957644,-0.716976296,-0.044429768,-0.320143171,0.280379887
-0.119246031,0.013480845,0.158383416,0.063253807,0.153996182,0.044733126,0.101960038,-0.14404931,0.00596354,-0.090927807,-0.615028419,0.351722833,0.144072591,0.27198411,-0.45075565,-0.173265232,-0.67332606,-0.031228261,-0.238669754,0.331806681
0.01687006,0.051782482,0.282280732,0.043404576,0.191077201,0.057491022,0.009555424,-0.128846656,0.069344467,-0.110024914,-0.562490315,0.428024385,0.231731931,0.248732258,-0.32730938,-0.302190347,-0.6106078,-0.139014913,-0.243043902,0.4417808
0.09856616,0.069761949,0.28677376,0.127400711,-0.074765106,0.060224652,0.016370507,-0.015778043,0.146331771,-0.071867379,-0.474365239,0.397547478,0.247086794,0.228189758,-0.203422871,-0.333171827,-0.585769767,-0.109330286,-0.204331513,0.345320273
0.16914894,0.008392501,0.184706371,0.21273503,-0.129008071,-0.057453783,0.075797685,0.087212965,0.180382514,-0.171648319,-0.42208804,0.348872569,0.184138932,0.246376911,-0.210848254,-0.272872201,-0.527622871,0.1142753,-0.13893083,0.278909438
0.150431205,-0.054143113,0.036526491,0.331869499,-0.007035486,-0.068949756,0.064555182,-0.028635239,0.306723022,-0.277970934,-0.377864101,0.414018054,-0.004988109,0.370141764,-0.220728818,-0.258237258,-0.420568904,0.13600608,-0.070145538,0.44281567
0.192097493,-0.049664091,-0.010798485,0.351479078,0.010214824,-0.11130349,0.064678414,-0.051356406,0.367942758,-0.278936111,-0.39200912,0.382606212,0.010854213,0.35293483,-0.281941155,-0.157916722,-0.477905857,0.149164654,-0.182001953,0.510218654
0.016993048,0.030881948,0.019607761,0.455596554,-0.108746704,-0.124871911,0.108722098,-0.041058617,0.264356274,-0.304920924,-0.441128469,0.343183883,0.02511553,0.358176529,-0.292600022,-0.077704547,-0.530734998,0.039860833,-0.164700351,0.521510805
-0.107192928,0.067968729,0.112590049,0.394244437,-0.181396434,-0.133589198,0.260333126,-0.100573808,0.140469058,-0.379883117,-0.472505828,0.222081689,-0.013588592,0.33434951,-0.393667863,-0.267806098,-0.603568141,0.001510741,-0.115635364,0.479863429
-0.180092088,0.071932368,0.246064493,0.285850951,-0.126538296,-0.109351766,0.252396789,-0.139942531,0.264154015,-0.299114309,-0.448171186,0.301628807,0.045202193,0.305282795,-0.403473041,-0.475877317,-0.621157912,0.049061345,-0.173523541,0.376819775
-0.160745349,0.054345945,0.27435413,0.309226228,-0.049253551,-0.112764262,0.295054172,-0.261135051,0.22597143,-0.255275645,-0.446944227,0.302088664,-0.008680382,0.348415407,-0.395749859,-0.507252623,-0.655029359,0.004644075,-0.294765072,0.398132383
-0.289828404,0.033063201,0.334648252,0.351016803,-0.096959596,-0.073783411,0.309879934,-0.220255013,0.203268258,-0.027476428,-0.538572415,0.253965379,-0.087036166,0.360704806,-0.259608566,-0.548464516,-0.681961461,-0.093964542,-0.331584342,0.331095203
-0.267924464,0.059440535,0.329867568,0.41725054,-0.118672749,-0.07170641,0.119800965,-0.088495353,0.224684763,0.005824312,-0.486858753,0.170166334,-0.049438095,0.298338208,-0.274033474,-0.40035922,-0.614870365,-0.250065893,-0.248273022,0.263102419
-0.292508824,0.126839979,0.36338452,0.424441722,-0.114999815,-0.129877813,0.064620772,-0.146130774,0.132182326,0.009487824,-0.437386424,0.089913942,0.179509574,0.450887248,-0.347106676,-0.32882094,-0.675090868,-0.266356656,-0.160444563,0.12466876
-0.270185763,0.204155431,0.500163016,0.236197129,-0.178598359,-0.172197575,0.077965784,-0.091170418,0.10426583,-0.097888253,-0.366530808,0.183526252,0.205216677,0.435125445,-0.435552298,-0.290656949,-0.562233344,-0.149643791,-0.129965962,0.203219264
-0.210562736,0.078592033,0.420500058,0.133242957,-0.125196965,-0.015360969,0.123584557,-0.107246298,0.145693932,-0.095916054,-0.342235036,0.059019448,0.227336139,0.350377957,-0.327081782,-0.328090614,-0.528012148,-0.021364896,-0.025710012,0.307914536
-0.255084719,0.053475665,0.319025703,0.111287945,-0.019391478,0.014749405,0.189697385,-0.226782893,0.214259941,-0.237465665,-0.54953711,-0.030314136,0.271310137,0.248597022,-0.281588812,-0.302288728,-0.505871716,-0.05792952,-0.05086571,0.303908578
-0.135189885,-0.102200379,0.222406995,0.090086641,0.01172082,0.035025624,0.303348914,-0.167865262,0.201548059,-0.293417434,-0.535652132,-0.006433322,0.287210105,0.331295744,-0.190020003,-0.15390499,-0.566830289,0.032691697,-0.027182097,0.318024368
-0.078531408,-0.162641848,0.194482242,0.123903773,-0.041469022,0.115179943,0.318927247,-0.016485837,0.277245721,-0.265536476,-0.634211153,0.052508335,0.267072965,0.391579107,-0.051213266,-0.098300872,-0.630711622,0.074151222,-0.010171625,0.389917506
-0.130728717,-0.139965093,0.263710107,0.297602395,-0.147774323,-0.095846402,0.399206587,0.009256214,0.282168706,-0.114144835,-0.502918872,0.087423739,0.184702141,0.337158586,-0.004572418,-0.185615331,-0.539380456,0.118681798,-0.003635167,0.368615483
-0.250484972,-0.101971969,0.159844674,0.287377829,-0.140499391,-0.101189411,0.240417017,-0.039961436,0.224210758,-0.156235816,-0.496619217,0.038261692,0.202511937,0.332570161,0.047774711,-0.290104124,-0.661929502,0.242384191,0.044185045,0.343236888
-0.241929509,-0.115676162,0.170108763,0.304350346,-0.142903451,-0.062796138,0.264349899,0.014241497,0.233404597,-0.228963937,-0.508007362,0.072101123,0.174630767,0.271722421,-0.000518205,-0.297254181,-0.650277105,0.17896307,0.008498794,0.246590218
-0.268602388,0.026690706,0.109239714,0.297207051,-0.186486827,-0.167718003,0.303332624,0.050571762,0.169737755,-0.275997131,-0.456880401,0.144543509,0.24913885,0.375986852,-0.189437646,-0.366112605,-0.542965563,0.1005077,-0.009648001,0.236629819
-0.226960196,0.183738305,0.102016082,0.22114746,-0.243100523,-0.254908946,0.331643168,-0.054864153,0.161838243,-0.145004072,-0.426054377,0.283845193,0.106370361,0.555651889,-0.281059808,-0.284630982,-0.610787347,0.156603919,-0.121589267,0.112251981
-0.132133456,0.093531075,0.080035828,0.274797283,-0.029948777,-0.142977635,0.331796476,-0.005745377,0.146301898,-0.144024182,-0.45463768,0.212195007,0.152155895,0.527800026,-0.123828173,-0.264356937,-0.664483834,-0.089469478,0.066115912,0.282210846
0.031281296,0.010256898,0.100877023,0.336149762,-0.033774487,-0.129460966,0.206767457,0.022078164,0.116595019,-0.068351073,-0.496546001,0.060531047,0.111820807,0.533533159,-0.125629143,-0.273927624,-0.855040832,-0.153141293,0.099294356,0.269337211
0.173749468,-0.068287472,0.20960201,0.185153147,-0.169496393,-0.248973647,0.167697718,-0.002277677,-0.035033901,-0.053018317,-0.493903496,0.001770125,0.085383294,0.538245977,-0.07378758,-0.268823732,-0.877656527,-0.023028467,0.032832709,0.315167049
0.284307315,0.007251379,0.336311808,0.2513448,-0.233086226,-0.191262225,0.194124296,-0.208826268,-0.082796506,-0.030546154,-0.446616496,-0.069110881,0.114770663,0.515585825,0.053274489,-0.303501235,-0.853498477,-0.104396474,-0.119084864,0.512983594
0.33336941,-0.135253446,0.302385401,0.324826575,-0.197401783,-0.045276493,0.171674508,-0.327275939,-0.073276954,0.014198752,-0.488978907,-0.014883651,0.092418767,0.447238073,-0.006282943,-0.314842766,-0.639725099,-0.161153732,-0.162922303,0.554397271
0.177094905,-0.313456597,0.321699926,0.340335303,-0.154910367,-0.044229942,0.249810998,-0.286869945,-0.080899909,-0.001969225,-0.627323571,0.006618985,0.048761219,0.481007456,-0.210652844,-0.327523045,-0.6515415,-0.172708019,-0.092277436,0.583907184
0.137515523,-0.310358851,0.220330071,0.413255651,-0.136770715,-0.008942635,0.214842066,-0.226641247,-0.005413368,-0.064706348,-0.416973078,-0.009894447,0.037435418,0.463452393,-0.273086073,-0.366888923,-0.659776293,-0.243843987,-0.186639088,0.494331256
-0.130144721,-0.26273772,0.217853019,0.444176547,-0.170899684,0.033636122,0.198974553,-0.050468205,0.019011357,-0.003943495,-0.273463663,0.060089481,0.064451384,0.472506149,-0.291789517,-0.416126744,-0.694486178,-0.280059565,-0.178503411,0.40197397
-0.130091605,-0.151026239,0.25130792,0.525925292,-0.158433913,0.025581845,0.202882623,-0.178523315,0.064957795,0.084095598,-0.297738493,0.028508287,0.292794498,0.525635345,-0.202585617,-0.368002103,-0.6165724,-0.307761388,-0.020363727,0.395242479
-0.146756664,-0.168589256,0.186723793,0.60729673,0.016291819,0.086155336,0.24843517,-0.046169747,0.1409135,0.143552615,-0.390512506,0.046267259,0.142263644,0.504530938,-0.031811535,-0.267699226,-0.62091896,-0.191249488,0.154787385,0.356334277
-0.027729999,-0.294122815,0.035946566,0.592652113,0.090965222,0.180563483,0.294677268,0.127114528,0.123363579,0.199841099,-0.540279818,0.189374247,0.099179154,0.445660102,0.054558757,-0.205128182,-0.61795891,-0.081092557,0.061975434,0.285878821
-0.043775819,-0.217421415,0.137213494,0.492588461,-0.063101156,0.011848198,0.219736334,0.227933289,0.154311154,0.241452722,-0.514326701,0.110887638,0.015198609,0.530817234,0.10703716,-0.15788631,-0.6098351,-0.060803157,0.011166805,0.366494519
-0.003277699,-0.102638426,0.146522856,0.413167837,-0.116003935,-0.04509211,0.111708061,0.136854604,0.159193922,0.182461218,-0.396914601,0.157515124,0.074661742,0.686707448,0.070761876,-0.103323821,-0.592690463,-0.110997869,0.071665949,0.356384431
0.069294865,-0.156481881,0.150008438,0.503214433,-0.09054023,0.081845038,-0.08296219,0.071768099,0.138965543,0.09867603,-0.383701263,0.099567123,0.196934662,0.623682413,0.036923233,-0.155824943,-0.73307556,-0.072925226,0.171162482,0.426838916
0.271505472,-0.214469831,-0.069900183,0.298927854,0.239971765,-0.068097773,0.110764804,-0.118467791,-0.151867615,-0.421135702,-0.269443371,0.129294919,0.07304456,0.495050272,-0.48003621,-0.227007159,-0.644905752,0.131581893,-0.522716915,0.183972635
0.270890962,-0.178487541,-0.026502633,0.355513195,0.278266849,-0.009420289,0.048229951,-0.049559009,-0.172387004,-0.565557541,-0.374328121,0.205981023,0.047873003,0.419573944,-0.455489232,-0.404386262,-0.674159098,0.168099569,-0.50483074,0.172918647
0.232422153,-0.111313745,-0.097505766,0.510280339,0.244959796,0.022178473,-0.110824514,-0.043469498,-0.088659548,-0.654306926,-0.398575098,0.22812152,0.012069217,0.451977654,-0.479536504,-0.28502837,-0.702394758,0.297698873,-0.437469509,0.263151397
0.230858711,0.028143751,-0.088997849,0.469208749,0.280558045,-0.025965572,-0.187283697,-0.086453482,0.13225568,-0.617194516,-0.370754751,0.302632463,-0.000621809,0.445924635,-0.36836938,-0.415242838,-0.668865226,0.369015769,-0.415251829,0.357080101
